,IND1,IND3,IND7,IND8,IND9,IND10,IND11,IND12,IND14,IND15,IND17,IND18,IND19,IND21,IND22,IND23,IND24,IND25,IND26,IND27,IND28,IND29,IND31,IND32,IND33,IND34,IND36,IND37_IND57,IND38,IND41,IND42,IND44,IND48,IND49,IND50,IND52,IND53,IND60,IND61,IND62,IND63,IND66,IND67,IND68,IND69,IND70,IND71,IND72,IND73,IND74,IND75,IND76,IND77,IND79,IND80,IND81,IND82,IND84,IND85,IND87,IND88,IND89,IND92,IND93,IND94,IND95,IND96,IND97,IND98,IND99,IND101,IND102
JHI-Hv50k-2016-335885,AA,BB,BB,AA,AA,AA,AA,AA,AA,BB,BB,BB,AA,BB,AA,BB,AA,AA,BB,AA,AA,BB,BB,BB,BB,BB,AA,BB,AA,BB,BB,AA,AA,BB,BB,BB,BB,AA,AA,AA,BB,BB,BB,BB,AA,BB,BB,BB,AA,AA,BB,AA,AA,AA,BB,BB,AA,AA,AA,AA,AA,AA,AA,BB,AA,BB,AA,AA,AA,BB,BB,BB
JHI-Hv50k-2016-335880,AA,BB,BB,AA,AA,AA,AA,AA,AA,BB,BB,BB,AA,BB,AA,BB,AA,AA,BB,AA,AA,BB,BB,BB,BB,BB,AA,BB,AA,BB,BB,AA,AA,BB,BB,BB,BB,AA,AA,AA,BB,BB,BB,BB,AA,BB,BB,BB,AA,AA,BB,AA,AA,AA,BB,BB,AA,AA,AA,AA,AA,AA,AA,BB,AA,BB,AA,AA,AA,BB,BB,BB
JHI-Hv50k-2016-335869,AA,BB,BB,AA,AA,AA,AA,AA,AA,BB,BB,BB,AA,BB,AA,BB,AA,AA,BB,AA,AA,BB,BB,BB,BB,BB,AA,BB,AA,BB,BB,AA,AA,BB,BB,BB,BB,AA,AA,AA,BB,BB,BB,BB,AA,BB,BB,BB,AA,AA,BB,AA,AA,AA,BB,BB,AA,AA,AA,AA,AA,AA,AA,BB,AA,BB,AA,AA,AA,BB,BB,BB
JHI-Hv50k-2016-332956,AA,BB,BB,AA,AA,AA,AA,AA,AA,BB,BB,BB,AA,BB,AA,BB,AA,AA,-,AA,AA,BB,BB,BB,-,BB,AA,BB,AA,BB,BB,AA,AA,-,-,-,-,AA,AA,AA,-,-,-,-,AA,AA,-,BB,AA,AA,-,AA,AA,AA,-,BB,AA,AA,AA,AA,AA,AA,AA,BB,AA,-,AA,AA,AA,-,AA,BB
JHI-Hv50k-2016-332891,AA,BB,BB,AA,AA,AA,AA,AA,AA,BB,BB,BB,AA,BB,AA,BB,AA,AA,BB,AA,AA,BB,BB,BB,BB,BB,AA,BB,AA,BB,BB,AA,AA,BB,BB,BB,BB,AA,AA,AA,BB,BB,BB,BB,AA,AA,BB,BB,AA,AA,BB,AA,AA,AA,AA,BB,AA,AA,AA,AA,AA,AA,AA,BB,AA,BB,AA,AA,AA,BB,AA,BB
JHI-Hv50k-2016-332530,AA,BB,BB,AA,AA,AA,AA,AA,AA,BB,BB,BB,AA,BB,AA,BB,AA,AA,BB,AA,AA,BB,BB,BB,BB,BB,AA,BB,AA,BB,BB,AA,AA,BB,BB,BB,BB,AA,AA,AA,BB,BB,BB,BB,AA,AA,BB,BB,AA,AA,BB,AA,AA,AA,AA,BB,AA,AA,AA,AA,AA,AA,AA,BB,AA,BB,AA,AA,AA,BB,AA,BB
JHI-Hv50k-2016-333761,AA,BB,BB,AA,AA,AA,AA,AA,AA,BB,BB,BB,AA,BB,AA,BB,AA,AA,BB,AA,AA,BB,BB,BB,BB,BB,AA,BB,AA,BB,BB,AA,AA,BB,BB,BB,BB,AA,AA,AA,BB,BB,BB,BB,AA,AA,BB,BB,AA,AA,BB,AA,AA,AA,BB,BB,AA,AA,AA,AA,AA,AA,AA,BB,AA,BB,AA,AA,AA,BB,AA,BB
JHI-Hv50k-2016-333643,AA,BB,BB,AA,AA,AA,AA,AA,AA,BB,BB,BB,AA,BB,AA,BB,AA,AA,BB,AA,AA,BB,BB,BB,BB,BB,AA,BB,AA,BB,BB,AA,AA,BB,BB,BB,BB,AA,AA,AA,BB,BB,BB,BB,AA,AA,BB,BB,AA,AA,BB,AA,AA,AA,BB,BB,AA,AA,AA,AA,AA,AA,AA,BB,AA,BB,AA,AA,AA,BB,AA,BB
JHI-Hv50k-2016-333626,AA,BB,BB,AA,AA,AA,AA,AA,AA,BB,BB,BB,AA,BB,AA,BB,AA,AA,BB,AA,AA,BB,BB,BB,BB,BB,AA,BB,AA,BB,BB,AA,AA,BB,BB,BB,BB,AA,AA,AA,BB,BB,BB,BB,AA,AA,BB,BB,-,AA,BB,AA,AA,AA,BB,BB,AA,AA,AA,AA,AA,AA,AA,BB,AA,BB,AA,AA,AA,BB,AA,BB
JHI-Hv50k-2016-333582,AA,BB,BB,AA,AA,AA,AA,AA,AA,BB,BB,BB,AA,BB,AA,BB,AA,AA,BB,AA,AA,BB,BB,BB,BB,BB,AA,BB,AA,BB,-,AA,AA,BB,BB,BB,BB,AA,AA,AA,BB,BB,BB,BB,AA,AA,BB,BB,AA,AA,BB,AA,AA,AA,BB,BB,AA,AA,AA,AA,AA,AA,AA,BB,AA,BB,AA,AA,AA,BB,AA,-
JHI-Hv50k-2016-333580,AA,BB,BB,AA,AA,AA,AA,AA,AA,BB,BB,BB,AA,BB,AA,BB,AA,AA,BB,AA,AA,BB,BB,BB,BB,BB,AA,BB,AA,BB,BB,AA,AA,BB,BB,BB,BB,AA,AA,AA,BB,BB,BB,BB,AA,AA,BB,BB,AA,AA,BB,AA,AA,AA,BB,BB,AA,AA,AA,AA,AA,AA,AA,BB,AA,BB,AA,AA,AA,BB,AA,BB
JHI-Hv50k-2016-332986,AA,BB,BB,AA,AA,AA,AA,AA,AA,BB,BB,BB,AA,BB,AA,BB,AA,AA,BB,AA,AA,BB,BB,BB,BB,BB,AA,BB,AA,BB,BB,AA,AA,BB,BB,BB,BB,AA,AA,AA,BB,BB,BB,BB,AA,AA,BB,BB,AA,AA,BB,AA,AA,AA,BB,BB,AA,AA,AA,AA,AA,AA,AA,BB,AA,BB,AA,AA,AA,BB,AA,BB
M_E_76,-,-,BB,AA,AA,AA,AA,AA,AA,BB,BB,BB,BB,BB,AA,BB,AA,-,BB,AA,AA,BB,BB,BB,BB,BB,AA,BB,AA,BB,BB,AA,AA,BB,BB,BB,BB,-,-,AA,BB,BB,BB,BB,AA,BB,BB,BB,AA,-,BB,AA,AA,BB,BB,BB,-,AA,BB,-,AA,AA,AA,BB,AA,BB,-,AA,AA,-,AA,BB
M_E_79,AA,BB,BB,-,AA,AA,AA,AA,AA,BB,BB,BB,BB,BB,AA,BB,AA,AA,BB,AA,AA,BB,BB,BB,BB,BB,AA,BB,AA,BB,BB,-,-,BB,BB,BB,BB,AA,-,AA,BB,BB,BB,BB,-,BB,BB,BB,AA,AA,BB,AA,AA,BB,BB,BB,-,AA,BB,AA,AA,AA,AA,-,AA,BB,-,AA,AA,AA,BB,BB
M_E_77,AA,BB,BB,AA,AA,AA,AA,AA,AA,BB,BB,BB,BB,BB,AA,BB,AA,AA,BB,AA,AA,BB,BB,BB,BB,BB,AA,BB,AA,BB,BB,AA,AA,BB,BB,BB,BB,AA,AA,AA,BB,BB,BB,BB,AA,BB,BB,BB,AA,AA,BB,AA,AA,BB,-,BB,-,AA,BB,-,-,AA,AA,BB,AA,BB,AA,AA,AA,AA,BB,BB
M_E_78,AA,BB,BB,AA,AA,AA,AA,AA,AA,BB,BB,BB,BB,BB,AA,BB,AA,AA,BB,AA,AA,BB,BB,BB,BB,BB,AA,BB,AA,BB,BB,AA,AA,BB,BB,BB,BB,AA,AA,AA,BB,BB,BB,BB,AA,BB,BB,AA,AA,AA,BB,AA,AA,BB,-,BB,AA,AA,BB,AA,AA,AA,AA,AA,AA,BB,AA,AA,AA,AA,BB,BB
M_E_80,AA,AA,BB,AA,-,AA,AA,AA,AA,BB,BB,BB,BB,BB,AA,BB,AA,AA,BB,AA,AA,BB,BB,BB,BB,BB,AA,BB,AA,BB,BB,AA,-,BB,BB,BB,BB,AA,AA,AA,-,BB,-,BB,AA,BB,BB,BB,AA,AA,BB,AA,AA,BB,AA,BB,AA,AA,BB,AA,AA,AA,AA,BB,AA,BB,-,AA,AA,AA,BB,BB
M_E_75,AA,BB,BB,AA,-,-,AA,AA,AA,BB,BB,BB,BB,BB,AA,BB,AA,AA,BB,AA,AA,BB,BB,BB,BB,BB,AA,BB,AA,BB,BB,AA,AA,BB,BB,BB,BB,AA,AA,AA,BB,BB,BB,BB,AA,AA,BB,BB,AA,AA,BB,AA,BB,BB,AA,BB,-,AA,BB,AA,-,AA,AA,BB,AA,BB,-,AA,AA,AA,AA,BB
M_E_74,AA,BB,BB,AA,AA,AA,AA,AA,AA,BB,BB,BB,BB,BB,AA,BB,AA,AA,BB,AA,AA,BB,BB,BB,BB,BB,AA,BB,AA,BB,BB,AA,AA,BB,BB,BB,BB,AA,AA,AA,BB,BB,BB,BB,AA,AA,BB,BB,AA,AA,BB,AA,BB,BB,AA,AA,AA,AA,AA,AA,AA,AA,AA,BB,AA,BB,-,AA,AA,AA,AA,BB
JHI-Hv50k-2016-332058,AA,BB,BB,AA,AA,AA,AA,AA,AA,BB,BB,BB,AA,BB,AA,BB,AA,AA,BB,AA,AA,BB,BB,BB,BB,BB,AA,BB,AA,BB,BB,AA,AA,BB,BB,BB,BB,AA,AA,AA,BB,BB,BB,BB,AA,BB,BB,BB,AA,AA,BB,AA,AA,AA,AA,AA,AA,AA,AA,AA,AA,AA,AA,BB,AA,BB,AA,AA,AA,BB,AA,BB
JHI-Hv50k-2016-331809,AA,BB,BB,AA,AA,AA,AA,AA,AA,BB,BB,BB,AA,BB,AA,BB,AA,AA,BB,AA,AA,BB,BB,BB,BB,BB,AA,BB,AA,BB,BB,AA,AA,BB,BB,AA,BB,AA,AA,AA,BB,BB,BB,BB,AA,BB,BB,BB,AA,AA,BB,AA,AA,AA,AA,AA,AA,AA,AA,AA,AA,AA,AA,BB,AA,BB,AA,AA,AA,BB,AA,BB
JHI-Hv50k-2016-331662,AA,BB,BB,AA,AA,AA,AA,AA,AA,BB,BB,BB,AA,BB,AA,BB,AA,AA,BB,AA,AA,BB,BB,BB,BB,BB,AA,BB,AA,BB,BB,AA,AA,BB,BB,AA,BB,AA,AA,AA,BB,BB,BB,BB,AA,BB,BB,BB,AA,AA,BB,AA,AA,AA,AA,AA,AA,AA,AA,AA,AA,AA,AA,BB,AA,BB,AA,AA,AA,BB,AA,AA
JHI-Hv50k-2016-331300,AA,BB,BB,AA,AA,AA,AA,AA,AA,BB,BB,BB,AA,BB,AA,BB,AA,AA,BB,AA,AA,BB,BB,BB,BB,BB,AA,BB,AA,BB,BB,AA,AA,BB,BB,AA,BB,AA,AA,AA,BB,BB,BB,BB,AA,BB,BB,BB,AA,AA,BB,AA,AA,AA,AA,AA,AA,AA,AA,AA,AA,AA,AA,BB,AA,BB,AA,AA,AA,BB,AA,AA
JHI-Hv50k-2016-329268,BB,BB,BB,AA,AA,AA,AA,AA,AA,BB,BB,BB,AA,BB,AA,BB,AA,AA,BB,AA,BB,AA,BB,BB,BB,BB,AA,BB,AA,BB,-,AA,AA,BB,BB,AA,BB,AA,AA,AA,BB,BB,BB,BB,AA,BB,BB,AA,AA,AA,BB,AA,AA,AA,AA,AA,AA,-,AA,AA,AA,AA,AA,BB,AA,BB,AA,AA,AA,BB,AA,AA
M_E_73,BB,BB,BB,-,-,AA,AA,AA,AA,BB,BB,BB,BB,BB,AA,BB,AA,AA,BB,AA,BB,AA,BB,BB,BB,BB,AA,BB,AA,BB,BB,AA,AA,BB,BB,AA,BB,AA,AA,AA,BB,BB,BB,BB,AA,AA,BB,AA,AA,AA,BB,AA,BB,BB,-,AA,AA,AA,AA,-,-,AA,AA,BB,AA,BB,-,AA,AA,AA,AA,AA
JHI-Hv50k-2016-327859,BB,BB,BB,AA,AA,AA,AA,AA,AA,BB,BB,BB,AA,BB,AA,BB,AA,AA,BB,AA,BB,AA,BB,AA,BB,BB,AA,BB,AA,AA,BB,AA,AA,BB,BB,AA,BB,AA,AA,AA,BB,BB,BB,BB,AA,BB,BB,AA,AA,AA,BB,AA,AA,AA,AA,AA,AA,-,AA,AA,AA,AA,AA,BB,AA,BB,BB,AA,AA,BB,AA,AA
JHI-Hv50k-2016-327706,BB,BB,BB,AA,AA,AA,AA,AA,AA,BB,BB,BB,AA,BB,AA,BB,AA,AA,BB,AA,BB,AA,BB,AA,BB,BB,AA,BB,AA,AA,BB,AA,AA,BB,BB,AA,BB,AA,AA,AA,BB,BB,BB,BB,AA,BB,BB,AA,AA,AA,BB,AA,AA,AA,AA,AA,AA,BB,AA,AA,AA,AA,AA,BB,AA,BB,BB,AA,AA,BB,AA,AA
JHI-Hv50k-2016-325373,AA,BB,BB,AA,BB,BB,AA,BB,AA,BB,AA,BB,AA,AA,AA,BB,AA,AA,BB,AA,BB,AA,BB,AA,BB,BB,AA,BB,AA,AA,BB,AA,AA,BB,BB,AA,BB,AA,AA,AA,BB,AA,BB,BB,BB,BB,BB,AA,AA,AA,BB,AA,BB,BB,AA,AA,AA,AA,AA,AA,AA,AA,AA,BB,AA,BB,BB,AA,AA,BB,AA,AA
JHI-Hv50k-2016-194354,AA,BB,BB,AA,BB,BB,AA,BB,AA,BB,AA,BB,AA,AA,AA,BB,AA,AA,BB,BB,BB,AA,BB,AA,BB,BB,AA,AA,AA,BB,BB,AA,AA,BB,BB,AA,BB,AA,BB,AA,BB,AA,BB,BB,AA,BB,BB,AA,BB,AA,BB,AA,BB,BB,AA,AA,AA,BB,AA,AA,AA,AA,BB,AA,BB,BB,BB,AA,AA,BB,AA,AA
JHI-Hv50k-2016-322677,AA,BB,BB,AA,BB,BB,AA,BB,AA,BB,AA,BB,AA,AA,AA,BB,AA,AA,BB,BB,BB,AA,BB,AA,BB,BB,AA,AA,AA,BB,BB,AA,AA,BB,BB,AA,BB,AA,BB,AA,BB,AA,BB,BB,AA,BB,BB,AA,BB,AA,BB,AA,AA,BB,AA,AA,AA,BB,AA,AA,AA,AA,BB,AA,BB,BB,BB,AA,AA,BB,AA,AA
JHI-Hv50k-2016-322287,AA,BB,BB,AA,BB,BB,AA,BB,AA,BB,AA,BB,BB,AA,AA,BB,AA,AA,BB,BB,BB,AA,BB,AA,BB,BB,AA,AA,AA,BB,BB,AA,AA,BB,BB,AA,BB,AA,BB,AA,BB,AA,BB,BB,AA,AA,BB,AA,BB,AA,BB,AA,AA,BB,AA,AA,AA,BB,AA,AA,AA,AA,BB,AA,BB,BB,BB,AA,AA,BB,AA,-
JHI-Hv50k-2016-321134,AA,BB,BB,AA,BB,BB,AA,BB,AA,AA,AA,AA,BB,AA,AA,BB,AA,AA,BB,BB,BB,AA,BB,AA,BB,BB,AA,AA,AA,BB,BB,AA,AA,BB,BB,AA,BB,AA,BB,AA,BB,AA,BB,BB,AA,AA,BB,AA,-,BB,BB,AA,AA,BB,AA,AA,-,BB,AA,AA,AA,AA,BB,AA,BB,BB,BB,AA,AA,BB,AA,AA
M_E_72,AA,BB,BB,AA,BB,BB,AA,BB,AA,BB,AA,AA,BB,AA,AA,BB,AA,AA,BB,BB,AA,AA,BB,AA,BB,BB,AA,AA,AA,BB,BB,AA,-,BB,BB,AA,BB,AA,BB,AA,BB,AA,BB,BB,AA,AA,BB,AA,BB,BB,BB,AA,BB,BB,AA,AA,AA,BB,AA,AA,AA,AA,BB,-,BB,BB,-,AA,AA,BB,AA,AA
M_E_71,AA,BB,BB,AA,BB,BB,AA,BB,AA,BB,AA,AA,BB,AA,AA,BB,AA,AA,BB,BB,AA,AA,BB,AA,BB,BB,AA,AA,-,BB,BB,AA,-,BB,BB,AA,BB,AA,BB,AA,BB,AA,BB,BB,AA,AA,BB,AA,BB,BB,BB,AA,BB,BB,AA,AA,AA,BB,AA,-,AA,AA,BB,-,BB,BB,BB,AA,AA,BB,AA,AA
M_E_70,AA,BB,BB,AA,BB,BB,AA,BB,AA,BB,AA,-,BB,AA,AA,BB,AA,AA,BB,BB,AA,AA,BB,-,BB,BB,BB,AA,AA,BB,BB,AA,AA,BB,-,AA,AA,-,BB,AA,BB,AA,BB,BB,-,-,BB,AA,BB,BB,BB,AA,BB,BB,-,AA,AA,BB,-,AA,-,AA,BB,-,BB,BB,-,AA,AA,BB,AA,AA
M_E_69,AA,-,-,AA,BB,BB,AA,BB,AA,-,AA,AA,BB,AA,AA,BB,AA,AA,BB,BB,AA,AA,BB,AA,BB,BB,BB,AA,AA,BB,AA,AA,-,BB,BB,AA,AA,-,BB,AA,BB,AA,BB,BB,AA,AA,BB,AA,BB,BB,BB,AA,BB,BB,AA,AA,AA,BB,AA,AA,AA,AA,BB,BB,BB,BB,-,AA,AA,BB,AA,AA
M_E_68,AA,BB,BB,AA,BB,BB,AA,BB,AA,BB,AA,AA,BB,AA,AA,BB,AA,AA,BB,BB,AA,AA,AA,AA,BB,BB,BB,AA,AA,BB,AA,AA,-,BB,BB,AA,AA,-,BB,AA,BB,AA,BB,BB,AA,AA,BB,AA,BB,BB,BB,AA,BB,BB,AA,AA,AA,BB,AA,AA,BB,AA,BB,-,BB,BB,-,AA,AA,BB,AA,AA
M_E_67,AA,BB,-,AA,BB,BB,AA,BB,AA,-,AA,AA,BB,AA,AA,-,AA,AA,BB,BB,AA,AA,AA,AA,BB,BB,BB,AA,AA,BB,AA,AA,AA,BB,BB,AA,AA,AA,-,AA,BB,AA,BB,BB,AA,AA,BB,BB,BB,BB,BB,AA,BB,BB,BB,AA,AA,AA,AA,AA,-,AA,-,-,BB,BB,-,AA,AA,BB,AA,AA
M_E_66,AA,BB,BB,AA,BB,BB,AA,BB,-,BB,AA,AA,BB,AA,AA,BB,AA,AA,BB,BB,AA,AA,AA,AA,BB,BB,BB,AA,AA,BB,AA,AA,AA,BB,BB,AA,AA,-,BB,AA,BB,AA,BB,BB,AA,AA,BB,BB,BB,BB,BB,AA,BB,BB,BB,AA,AA,AA,AA,AA,BB,AA,BB,-,BB,BB,-,AA,AA,BB,AA,-
JHI-Hv50k-2016-319760,AA,BB,BB,AA,BB,BB,AA,-,AA,AA,AA,AA,-,AA,AA,-,AA,AA,BB,BB,AA,AA,AA,AA,-,-,-,AA,AA,BB,AA,AA,AA,BB,BB,AA,AA,AA,BB,AA,BB,AA,BB,BB,AA,AA,BB,AA,BB,BB,BB,AA,AA,BB,AA,AA,AA,AA,AA,AA,BB,AA,BB,BB,BB,BB,BB,AA,AA,BB,AA,AA
JHI-Hv50k-2016-319731,AA,BB,BB,AA,-,BB,AA,BB,AA,AA,AA,AA,-,AA,AA,BB,AA,AA,BB,BB,AA,AA,AA,AA,BB,BB,BB,AA,AA,BB,AA,AA,AA,BB,BB,AA,AA,AA,BB,AA,BB,AA,BB,BB,AA,AA,BB,AA,-,BB,BB,AA,AA,BB,AA,AA,AA,AA,AA,AA,BB,AA,BB,BB,-,BB,BB,AA,AA,BB,AA,AA
JHI-Hv50k-2016-319361,AA,BB,BB,AA,BB,BB,AA,BB,AA,AA,AA,AA,BB,AA,AA,BB,AA,AA,BB,BB,AA,AA,AA,AA,BB,BB,BB,AA,AA,BB,AA,AA,AA,BB,BB,AA,AA,AA,BB,AA,BB,AA,BB,BB,AA,AA,BB,AA,BB,BB,BB,AA,AA,BB,AA,AA,AA,AA,AA,AA,BB,AA,BB,BB,BB,BB,BB,AA,AA,BB,AA,AA
JHI-Hv50k-2016-319359,AA,BB,BB,AA,BB,BB,AA,BB,AA,AA,AA,AA,BB,AA,AA,BB,AA,AA,BB,BB,AA,AA,AA,AA,BB,BB,BB,AA,AA,BB,AA,AA,AA,BB,BB,AA,AA,AA,BB,AA,BB,AA,BB,BB,AA,AA,BB,AA,BB,BB,BB,AA,AA,BB,AA,AA,AA,AA,AA,AA,BB,AA,BB,BB,BB,BB,BB,AA,AA,BB,AA,AA
JHI-Hv50k-2016-319917,AA,BB,BB,AA,BB,BB,AA,BB,AA,AA,AA,AA,BB,AA,AA,BB,AA,AA,BB,BB,BB,AA,AA,AA,BB,BB,BB,AA,AA,BB,AA,AA,AA,BB,BB,AA,AA,AA,BB,AA,BB,AA,BB,BB,AA,AA,BB,AA,BB,BB,BB,AA,AA,BB,AA,AA,AA,AA,AA,AA,AA,AA,BB,BB,BB,BB,BB,AA,AA,BB,AA,AA
JHI-Hv50k-2016-319914,AA,BB,BB,AA,BB,BB,AA,BB,AA,AA,AA,AA,BB,AA,AA,BB,AA,AA,BB,BB,BB,AA,AA,AA,BB,BB,BB,AA,AA,BB,AA,AA,AA,BB,BB,AA,AA,AA,BB,AA,BB,AA,BB,BB,AA,AA,BB,AA,BB,BB,BB,AA,AA,BB,AA,AA,AA,AA,AA,AA,AA,AA,BB,BB,BB,BB,BB,AA,AA,BB,AA,AA
M_E_64,AA,BB,BB,AA,BB,BB,AA,BB,AA,AA,AA,AA,BB,AA,AA,BB,AA,AA,BB,-,BB,AA,AA,AA,BB,BB,BB,AA,AA,BB,BB,AA,AA,BB,AA,AA,AA,AA,BB,AA,AA,AA,BB,BB,AA,AA,BB,BB,BB,BB,BB,AA,-,-,AA,AA,AA,AA,AA,AA,-,AA,BB,-,BB,BB,-,AA,AA,BB,AA,AA
M_E_65,AA,-,BB,AA,BB,BB,AA,-,AA,AA,AA,AA,BB,AA,AA,-,AA,AA,-,AA,BB,AA,AA,AA,BB,BB,BB,AA,AA,BB,BB,AA,AA,BB,AA,AA,AA,-,-,AA,AA,AA,-,BB,AA,AA,BB,-,BB,BB,-,AA,-,BB,AA,AA,AA,BB,AA,AA,-,AA,-,-,-,BB,-,AA,AA,-,AA,AA
JHI-Hv50k-2016-317717,AA,BB,BB,AA,BB,BB,AA,-,AA,AA,AA,AA,BB,AA,AA,BB,AA,AA,BB,-,BB,AA,AA,AA,-,-,BB,AA,AA,-,BB,AA,-,BB,AA,AA,AA,AA,-,AA,-,AA,-,-,AA,AA,BB,BB,-,AA,-,AA,AA,BB,AA,AA,AA,-,AA,AA,BB,AA,BB,-,-,-,-,AA,AA,-,AA,AA
JHI-Hv50k-2016-317355,AA,BB,BB,AA,BB,BB,AA,BB,AA,AA,AA,AA,BB,AA,AA,BB,AA,AA,BB,BB,BB,AA,AA,AA,BB,BB,BB,AA,AA,BB,BB,AA,AA,BB,AA,AA,AA,AA,BB,AA,AA,AA,BB,BB,AA,AA,BB,BB,BB,AA,BB,AA,BB,BB,AA,AA,AA,BB,AA,AA,BB,AA,BB,BB,BB,BB,BB,AA,AA,BB,AA,AA
JHI-Hv50k-2016-317495,AA,BB,BB,AA,BB,BB,AA,BB,AA,AA,AA,AA,BB,AA,AA,BB,AA,AA,BB,BB,BB,AA,AA,AA,BB,BB,BB,AA,AA,AA,BB,AA,AA,BB,AA,AA,AA,AA,BB,AA,AA,AA,BB,BB,AA,AA,BB,BB,BB,AA,BB,AA,BB,BB,AA,AA,AA,BB,AA,AA,BB,AA,BB,BB,BB,BB,BB,AA,AA,BB,AA,AA
JHI-Hv50k-2016-317440,AA,BB,BB,AA,BB,BB,AA,BB,AA,AA,AA,AA,BB,AA,AA,BB,AA,AA,BB,-,BB,AA,AA,AA,BB,BB,BB,AA,AA,AA,BB,AA,AA,BB,AA,AA,AA,AA,BB,AA,AA,AA,BB,BB,AA,AA,BB,BB,BB,BB,BB,AA,BB,BB,AA,AA,AA,BB,AA,AA,BB,AA,BB,BB,BB,BB,BB,AA,AA,BB,AA,AA
JHI-Hv50k-2016-317176,AA,BB,BB,AA,BB,BB,AA,BB,AA,AA,AA,AA,BB,AA,AA,BB,AA,AA,BB,BB,BB,AA,AA,AA,BB,BB,BB,AA,AA,AA,BB,AA,AA,BB,AA,AA,AA,AA,BB,AA,AA,AA,BB,BB,AA,AA,BB,BB,BB,-,BB,AA,-,BB,AA,AA,BB,BB,AA,AA,BB,AA,BB,BB,BB,BB,BB,AA,AA,BB,BB,AA
JHI-Hv50k-2016-317201,AA,BB,BB,AA,BB,BB,AA,BB,AA,AA,AA,AA,BB,AA,AA,BB,AA,AA,BB,-,BB,AA,AA,AA,BB,-,BB,AA,AA,AA,BB,AA,AA,BB,-,AA,AA,AA,BB,AA,AA,AA,BB,BB,AA,AA,BB,BB,BB,BB,BB,AA,BB,BB,AA,AA,-,BB,-,-,BB,AA,BB,BB,BB,BB,BB,AA,AA,BB,BB,AA
JHI-Hv50k-2016-316792,AA,BB,BB,AA,BB,BB,AA,BB,AA,BB,AA,AA,BB,BB,AA,BB,AA,AA,BB,AA,BB,AA,AA,AA,BB,BB,BB,AA,AA,AA,BB,AA,AA,BB,AA,AA,AA,AA,BB,AA,AA,AA,BB,BB,AA,AA,BB,BB,BB,BB,BB,AA,AA,BB,AA,AA,AA,AA,AA,AA,BB,BB,BB,BB,BB,BB,BB,BB,AA,BB,BB,AA
JHI-Hv50k-2016-316787,AA,BB,BB,AA,BB,BB,AA,BB,AA,BB,AA,AA,BB,BB,AA,BB,AA,AA,BB,AA,BB,AA,AA,AA,BB,BB,BB,AA,AA,AA,BB,AA,AA,BB,AA,AA,AA,AA,BB,AA,AA,AA,BB,BB,AA,AA,BB,BB,BB,BB,BB,AA,AA,BB,AA,AA,AA,AA,AA,AA,BB,BB,BB,BB,BB,BB,BB,BB,AA,BB,BB,AA
JHI-Hv50k-2016-316785,AA,BB,BB,AA,BB,BB,AA,BB,AA,BB,AA,AA,BB,BB,AA,BB,AA,AA,BB,-,BB,AA,AA,AA,BB,BB,BB,AA,AA,AA,BB,AA,AA,BB,AA,AA,AA,AA,BB,AA,AA,AA,BB,BB,AA,AA,BB,BB,BB,BB,BB,AA,AA,BB,AA,AA,AA,AA,AA,AA,BB,BB,BB,BB,BB,BB,BB,BB,AA,BB,BB,AA
JHI-Hv50k-2016-316782,AA,BB,BB,AA,BB,BB,AA,BB,AA,BB,AA,AA,BB,BB,AA,BB,AA,AA,BB,-,BB,AA,AA,AA,BB,BB,BB,AA,AA,AA,BB,AA,AA,BB,AA,AA,AA,AA,BB,AA,AA,AA,BB,BB,AA,AA,BB,BB,BB,BB,BB,AA,AA,BB,AA,AA,AA,AA,AA,AA,BB,BB,BB,BB,BB,BB,BB,BB,AA,BB,BB,AA
JHI-Hv50k-2016-315311,AA,BB,BB,AA,BB,BB,AA,BB,AA,BB,AA,AA,BB,BB,AA,AA,AA,BB,BB,AA,BB,AA,BB,AA,BB,BB,BB,AA,AA,AA,BB,AA,AA,BB,AA,AA,AA,BB,BB,BB,AA,AA,BB,BB,AA,AA,BB,BB,BB,BB,BB,BB,AA,BB,AA,AA,AA,AA,AA,AA,-,BB,BB,BB,BB,AA,AA,BB,BB,BB,AA,AA
JHI-Hv50k-2016-315261,AA,BB,BB,AA,BB,BB,AA,BB,AA,BB,AA,AA,BB,BB,AA,AA,AA,BB,BB,AA,BB,AA,BB,AA,BB,BB,BB,AA,AA,AA,BB,AA,AA,BB,AA,AA,AA,BB,BB,BB,AA,AA,BB,BB,AA,AA,BB,BB,BB,BB,BB,BB,AA,BB,AA,AA,AA,AA,AA,AA,BB,BB,BB,BB,BB,AA,AA,BB,BB,BB,AA,AA
JHI-Hv50k-2016-314664,AA,BB,BB,AA,BB,BB,AA,BB,AA,BB,AA,AA,BB,BB,AA,AA,AA,BB,BB,AA,BB,AA,BB,BB,BB,BB,BB,AA,AA,AA,BB,AA,AA,BB,AA,AA,AA,BB,BB,BB,AA,AA,BB,BB,AA,AA,BB,BB,BB,AA,BB,BB,AA,BB,AA,AA,AA,AA,BB,AA,BB,BB,BB,BB,BB,AA,AA,BB,BB,BB,AA,AA
