,IND1,IND3,IND7,IND8,IND9,IND10,IND11,IND12,IND14,IND15,IND17,IND18,IND19,IND21,IND22,IND23,IND24,IND25,IND26,IND27,IND28,IND29,IND31,IND32,IND33,IND34,IND36,IND37_IND57,IND38,IND41,IND42,IND44,IND48,IND49,IND50,IND52,IND53,IND54,IND59,IND60,IND61,IND62,IND63,IND65,IND66,IND67,IND68,IND69,IND70,IND71,IND72,IND73,IND74,IND75,IND76,IND77,IND79,IND80,IND81,IND82,IND84,IND85,IND87,IND88,IND89,IND92,IND93,IND94,IND95,IND96,IND97,IND98,IND99,IND101,IND102
M_E_49,AA,AA,BB,BB,AA,AA,AA,BB,-,BB,BB,AA,BB,AA,AA,AA,BB,AA,AA,BB,BB,AA,BB,AA,BB,BB,BB,BB,BB,BB,AA,AA,-,BB,BB,BB,AA,AA,BB,AA,BB,BB,AA,BB,BB,AA,AA,AA,BB,-,AA,AA,BB,AA,AA,AA,BB,BB,BB,BB,BB,BB,AA,-,BB,BB,-,BB,AA,-,BB,BB,BB,AA,BB
JHI-Hv50k-2016-196158,AA,AA,BB,BB,AA,AA,AA,BB,BB,BB,BB,AA,AA,AA,AA,AA,BB,AA,AA,BB,BB,AA,AA,AA,BB,BB,BB,BB,BB,BB,AA,AA,AA,BB,BB,BB,AA,AA,-,AA,BB,BB,AA,-,AA,AA,AA,AA,BB,AA,AA,AA,BB,AA,AA,AA,BB,BB,BB,BB,BB,AA,AA,BB,BB,BB,BB,BB,AA,BB,BB,BB,AA,AA,BB
JHI-Hv50k-2016-196379,AA,AA,BB,BB,AA,AA,AA,BB,BB,BB,BB,AA,AA,AA,AA,AA,BB,AA,AA,BB,BB,AA,AA,AA,BB,BB,BB,BB,BB,BB,-,AA,AA,BB,BB,BB,AA,-,-,AA,BB,BB,AA,-,AA,AA,AA,AA,BB,AA,AA,-,BB,AA,AA,AA,BB,BB,BB,-,BB,AA,AA,BB,BB,BB,BB,BB,AA,BB,BB,BB,AA,AA,-
JHI-Hv50k-2016-196798,AA,AA,BB,BB,AA,AA,AA,BB,BB,BB,BB,AA,AA,AA,AA,AA,BB,AA,AA,BB,BB,AA,AA,AA,BB,BB,BB,BB,BB,BB,AA,AA,AA,BB,BB,BB,AA,AA,-,AA,BB,BB,AA,BB,BB,AA,AA,AA,BB,AA,AA,AA,BB,AA,AA,AA,BB,BB,BB,BB,BB,AA,AA,BB,BB,BB,BB,BB,AA,BB,BB,BB,AA,AA,BB
JHI-Hv50k-2016-200713,AA,BB,BB,BB,AA,AA,AA,AA,BB,BB,BB,AA,AA,AA,BB,AA,BB,AA,AA,BB,BB,BB,AA,BB,AA,BB,BB,-,AA,BB,AA,BB,AA,BB,BB,BB,-,AA,-,AA,BB,BB,AA,BB,BB,AA,AA,BB,BB,AA,AA,AA,AA,BB,AA,BB,BB,BB,BB,BB,BB,AA,AA,BB,BB,AA,BB,BB,AA,BB,AA,BB,AA,AA,BB
JHI-Hv50k-2016-201896,AA,BB,BB,BB,BB,AA,AA,AA,BB,BB,BB,AA,AA,AA,BB,AA,BB,AA,AA,BB,BB,BB,AA,BB,AA,BB,BB,AA,AA,BB,AA,BB,AA,BB,BB,BB,AA,AA,AA,AA,BB,BB,AA,BB,BB,AA,AA,BB,BB,AA,AA,AA,AA,BB,AA,AA,AA,BB,BB,BB,BB,AA,AA,BB,BB,AA,BB,BB,-,BB,AA,BB,AA,AA,AA
M_E_52,AA,-,BB,AA,BB,AA,AA,AA,BB,BB,AA,AA,BB,AA,BB,AA,BB,AA,AA,BB,BB,BB,BB,BB,AA,BB,BB,-,AA,BB,AA,BB,-,AA,BB,BB,AA,BB,AA,BB,BB,BB,AA,BB,BB,AA,AA,AA,BB,AA,AA,BB,AA,BB,BB,AA,AA,BB,BB,-,BB,-,AA,BB,BB,AA,-,BB,BB,-,AA,BB,BB,BB,AA
JHI-Hv50k-2016-204423,AA,BB,BB,AA,BB,AA,AA,AA,BB,BB,AA,AA,AA,AA,BB,AA,BB,AA,AA,BB,BB,BB,-,BB,AA,BB,BB,AA,AA,BB,-,BB,AA,AA,BB,BB,BB,BB,-,BB,BB,BB,AA,BB,BB,AA,AA,AA,BB,AA,AA,BB,BB,BB,AA,BB,AA,BB,BB,BB,BB,AA,AA,BB,BB,AA,BB,BB,BB,BB,AA,BB,AA,BB,BB
JHI-Hv50k-2016-204392,AA,BB,BB,AA,BB,AA,AA,AA,BB,BB,AA,AA,AA,AA,BB,AA,BB,AA,AA,BB,BB,BB,-,BB,AA,BB,BB,AA,AA,BB,AA,BB,AA,AA,BB,BB,BB,BB,-,BB,BB,BB,AA,BB,BB,AA,AA,AA,BB,AA,AA,BB,BB,BB,AA,BB,AA,BB,BB,BB,BB,AA,AA,BB,BB,AA,BB,BB,BB,BB,AA,BB,AA,BB,BB
JHI-Hv50k-2016-204534,AA,BB,BB,AA,BB,AA,AA,AA,BB,BB,AA,AA,AA,AA,BB,AA,BB,AA,AA,BB,BB,BB,-,BB,AA,BB,BB,AA,AA,BB,-,BB,AA,AA,BB,BB,BB,BB,AA,BB,BB,BB,AA,BB,BB,AA,AA,AA,BB,AA,AA,BB,BB,BB,AA,AA,AA,BB,BB,BB,BB,AA,BB,BB,BB,AA,BB,BB,BB,BB,AA,BB,AA,BB,BB
JHI-Hv50k-2016-205257,AA,BB,BB,AA,BB,AA,AA,AA,BB,BB,AA,AA,AA,AA,BB,AA,BB,AA,AA,BB,BB,BB,-,BB,AA,BB,BB,AA,AA,BB,-,BB,AA,AA,BB,AA,BB,-,AA,BB,BB,BB,AA,-,BB,AA,AA,AA,BB,AA,AA,BB,AA,BB,AA,AA,AA,BB,BB,BB,BB,AA,BB,BB,BB,AA,BB,BB,BB,BB,AA,BB,AA,BB,-
JHI-Hv50k-2016-207495,AA,BB,BB,AA,BB,AA,AA,BB,BB,BB,AA,AA,BB,AA,BB,AA,BB,AA,BB,BB,AA,BB,BB,BB,AA,AA,BB,AA,AA,BB,AA,BB,AA,AA,BB,AA,AA,BB,AA,BB,AA,BB,AA,BB,BB,BB,AA,AA,BB,AA,AA,BB,BB,BB,AA,AA,AA,BB,AA,AA,BB,AA,BB,BB,AA,AA,BB,BB,BB,BB,AA,BB,BB,BB,BB
JHI-Hv50k-2016-208432,AA,BB,AA,AA,BB,AA,AA,BB,BB,BB,AA,AA,BB,AA,BB,AA,BB,AA,BB,BB,AA,BB,BB,BB,AA,AA,BB,AA,AA,BB,AA,AA,AA,AA,BB,AA,AA,-,-,BB,AA,BB,AA,BB,BB,AA,AA,AA,BB,BB,AA,BB,BB,BB,AA,BB,AA,BB,AA,-,BB,AA,BB,BB,AA,AA,BB,BB,BB,BB,AA,BB,BB,AA,BB
JHI-Hv50k-2016-209275,AA,BB,-,-,BB,AA,-,BB,BB,BB,-,-,BB,AA,BB,AA,BB,AA,BB,BB,AA,BB,BB,BB,AA,AA,BB,-,-,BB,BB,AA,AA,-,BB,-,-,BB,-,BB,AA,BB,AA,BB,BB,AA,-,-,BB,BB,-,BB,BB,BB,AA,BB,-,BB,-,AA,BB,-,BB,BB,-,-,BB,BB,BB,BB,-,BB,BB,-,BB
JHI-Hv50k-2016-211296,-,BB,AA,AA,BB,BB,AA,BB,BB,BB,AA,AA,BB,AA,BB,AA,BB,AA,BB,BB,AA,BB,BB,BB,AA,AA,BB,AA,-,BB,BB,AA,AA,AA,BB,AA,AA,BB,-,BB,AA,BB,AA,-,BB,AA,AA,AA,BB,BB,AA,BB,BB,BB,AA,BB,AA,BB,AA,AA,BB,AA,BB,BB,AA,AA,BB,BB,BB,BB,AA,BB,BB,BB,BB
JHI-Hv50k-2016-211251,AA,BB,AA,AA,BB,BB,AA,BB,BB,BB,AA,AA,BB,AA,BB,AA,BB,AA,BB,BB,AA,BB,BB,BB,AA,AA,BB,AA,AA,BB,BB,AA,AA,AA,BB,AA,AA,BB,-,BB,AA,BB,AA,BB,BB,AA,AA,AA,BB,BB,AA,BB,BB,BB,AA,BB,AA,BB,AA,AA,BB,AA,BB,BB,AA,AA,BB,BB,BB,BB,AA,BB,BB,BB,BB
JHI-Hv50k-2016-210967,AA,BB,AA,AA,BB,BB,AA,BB,BB,BB,AA,AA,BB,AA,BB,AA,BB,AA,BB,BB,AA,BB,BB,BB,AA,AA,BB,AA,AA,BB,BB,AA,AA,AA,BB,AA,AA,BB,-,BB,AA,BB,AA,BB,BB,AA,AA,AA,BB,BB,AA,BB,BB,BB,AA,BB,AA,BB,AA,AA,BB,AA,BB,BB,AA,AA,BB,BB,BB,BB,AA,BB,BB,BB,BB
JHI-Hv50k-2016-495677,AA,BB,BB,AA,AA,BB,BB,BB,BB,AA,AA,BB,BB,BB,AA,AA,AA,AA,AA,BB,BB,AA,BB,BB,AA,AA,BB,AA,AA,BB,BB,AA,AA,AA,BB,BB,BB,-,AA,BB,BB,BB,AA,-,BB,BB,BB,AA,-,AA,BB,BB,BB,BB,AA,AA,AA,AA,AA,BB,BB,AA,AA,AA,AA,BB,BB,AA,BB,AA,AA,AA,AA,AA,-
JHI-Hv50k-2016-495566,AA,BB,BB,AA,AA,BB,BB,BB,BB,AA,AA,BB,BB,BB,AA,AA,AA,AA,AA,BB,BB,AA,BB,BB,AA,AA,BB,AA,AA,BB,BB,AA,AA,AA,BB,BB,BB,AA,AA,BB,BB,BB,AA,BB,BB,BB,BB,AA,-,AA,BB,BB,BB,BB,AA,AA,AA,AA,AA,BB,BB,AA,AA,AA,AA,BB,BB,AA,BB,AA,AA,AA,AA,AA,BB
JHI-Hv50k-2016-495431,AA,BB,BB,AA,AA,BB,BB,BB,BB,AA,AA,BB,BB,BB,AA,AA,AA,AA,AA,BB,BB,AA,BB,BB,AA,AA,BB,AA,AA,BB,BB,AA,AA,AA,BB,BB,BB,AA,AA,BB,BB,BB,AA,-,BB,BB,BB,AA,-,AA,BB,BB,BB,BB,AA,AA,AA,AA,AA,BB,BB,AA,AA,AA,AA,BB,BB,AA,BB,AA,AA,AA,AA,AA,BB
JHI-Hv50k-2016-495494,AA,BB,BB,AA,AA,BB,BB,BB,BB,AA,AA,BB,BB,BB,AA,AA,AA,AA,AA,BB,BB,AA,BB,BB,AA,AA,BB,AA,AA,BB,BB,AA,AA,AA,BB,BB,BB,-,AA,BB,BB,BB,AA,BB,BB,BB,BB,AA,-,AA,BB,BB,-,BB,AA,AA,AA,AA,AA,BB,BB,AA,AA,AA,AA,BB,BB,AA,BB,AA,AA,AA,AA,AA,BB
JHI-Hv50k-2016-495619,AA,BB,BB,AA,AA,BB,BB,BB,BB,AA,AA,BB,BB,BB,AA,AA,AA,AA,AA,BB,BB,AA,BB,BB,AA,AA,BB,AA,AA,BB,BB,AA,AA,AA,BB,BB,BB,AA,AA,BB,BB,BB,AA,BB,BB,BB,BB,AA,BB,AA,BB,BB,BB,BB,AA,AA,AA,AA,AA,BB,BB,AA,AA,AA,AA,BB,BB,AA,BB,AA,AA,AA,AA,AA,BB
JHI-Hv50k-2016-495463,AA,BB,BB,AA,AA,BB,BB,BB,BB,AA,AA,BB,BB,BB,AA,AA,AA,AA,AA,BB,BB,AA,BB,BB,AA,AA,BB,AA,AA,BB,BB,AA,AA,AA,-,BB,-,AA,AA,-,-,-,AA,BB,-,-,-,AA,-,AA,BB,BB,-,-,AA,AA,AA,AA,AA,BB,-,AA,AA,AA,AA,-,BB,AA,-,AA,AA,AA,AA,AA,BB
M_E_129,AA,BB,BB,AA,AA,BB,BB,BB,BB,AA,AA,BB,BB,BB,AA,AA,AA,AA,AA,BB,AA,AA,BB,BB,AA,AA,BB,AA,AA,BB,BB,AA,AA,AA,BB,BB,BB,AA,AA,BB,BB,BB,AA,BB,BB,BB,BB,AA,AA,AA,BB,BB,BB,BB,AA,BB,AA,BB,AA,BB,AA,AA,AA,AA,AA,BB,BB,AA,BB,AA,AA,AA,AA,AA,BB
JHI-Hv50k-2016-497396,AA,BB,BB,AA,AA,BB,BB,BB,BB,AA,AA,BB,BB,AA,AA,AA,AA,BB,AA,BB,AA,AA,BB,BB,AA,AA,BB,AA,AA,BB,BB,AA,AA,AA,BB,BB,BB,AA,-,BB,BB,BB,AA,BB,BB,BB,BB,AA,AA,AA,BB,BB,-,BB,AA,-,AA,AA,AA,AA,AA,AA,AA,AA,AA,BB,BB,AA,BB,AA,AA,AA,AA,AA,BB
JHI-Hv50k-2016-497612,AA,BB,BB,AA,AA,BB,BB,BB,BB,AA,AA,BB,BB,BB,AA,AA,AA,BB,AA,BB,AA,AA,BB,BB,AA,AA,BB,AA,AA,BB,BB,AA,AA,AA,BB,BB,BB,AA,AA,BB,BB,BB,AA,BB,BB,BB,BB,AA,BB,AA,BB,BB,AA,BB,AA,AA,AA,AA,AA,BB,AA,AA,AA,AA,AA,BB,BB,AA,BB,AA,AA,AA,AA,AA,BB
JHI-Hv50k-2016-497567,AA,BB,BB,AA,AA,BB,BB,BB,BB,AA,AA,BB,BB,-,AA,AA,AA,BB,AA,BB,AA,AA,BB,BB,AA,AA,BB,AA,AA,BB,BB,AA,AA,AA,BB,BB,BB,AA,AA,BB,BB,BB,AA,BB,BB,BB,BB,AA,-,AA,BB,BB,AA,BB,AA,AA,AA,AA,AA,BB,AA,AA,AA,AA,AA,BB,BB,AA,BB,AA,AA,AA,AA,AA,BB
JHI-Hv50k-2016-498292,AA,BB,BB,AA,AA,BB,BB,BB,BB,AA,AA,BB,BB,BB,AA,AA,AA,BB,AA,BB,AA,AA,BB,BB,AA,AA,BB,AA,AA,BB,BB,BB,AA,AA,BB,BB,BB,AA,AA,BB,BB,BB,AA,BB,BB,BB,-,AA,-,AA,BB,AA,AA,BB,AA,AA,AA,AA,AA,BB,AA,AA,AA,AA,AA,BB,BB,AA,BB,AA,AA,AA,AA,AA,BB
JHI-Hv50k-2016-497775,AA,BB,BB,AA,-,BB,BB,BB,BB,-,AA,BB,BB,-,AA,-,-,BB,-,BB,-,AA,BB,BB,-,-,BB,AA,-,BB,BB,BB,AA,AA,BB,BB,BB,AA,AA,-,BB,-,AA,BB,BB,BB,AA,AA,-,AA,BB,BB,AA,-,AA,AA,AA,AA,AA,BB,AA,AA,AA,AA,AA,-,BB,AA,BB,AA,AA,AA,AA,AA,BB
M_E_130,AA,BB,AA,AA,BB,BB,BB,BB,BB,-,AA,BB,BB,BB,AA,AA,BB,BB,-,BB,AA,AA,BB,BB,BB,AA,BB,AA,AA,BB,BB,BB,-,-,BB,BB,BB,BB,AA,BB,BB,BB,AA,BB,BB,-,-,BB,-,-,BB,-,AA,BB,AA,AA,AA,-,-,BB,-,-,AA,-,AA,BB,BB,-,BB,-,AA,-,AA,AA,BB
JHI-Hv50k-2016-501144,AA,BB,AA,AA,AA,BB,BB,BB,AA,AA,BB,BB,AA,-,BB,AA,BB,BB,AA,BB,AA,AA,BB,BB,AA,AA,BB,AA,AA,BB,BB,BB,AA,BB,BB,BB,BB,BB,AA,BB,BB,BB,AA,BB,BB,AA,AA,BB,AA,AA,BB,AA,AA,BB,AA,AA,AA,BB,AA,BB,BB,AA,AA,AA,BB,BB,BB,AA,BB,AA,AA,AA,AA,AA,AA
JHI-Hv50k-2016-506369,AA,BB,BB,AA,BB,BB,BB,BB,BB,AA,BB,BB,AA,AA,BB,AA,BB,AA,AA,AA,AA,AA,BB,BB,AA,BB,BB,AA,AA,BB,BB,BB,AA,AA,BB,BB,BB,BB,AA,BB,BB,BB,AA,BB,BB,AA,AA,BB,-,AA,AA,AA,BB,BB,AA,AA,AA,BB,AA,BB,AA,BB,AA,AA,BB,BB,BB,AA,AA,BB,AA,AA,AA,BB,AA
JHI-Hv50k-2016-506682,AA,BB,BB,AA,BB,BB,BB,AA,BB,AA,BB,BB,AA,AA,BB,AA,BB,AA,AA,AA,AA,AA,BB,BB,AA,BB,BB,AA,AA,BB,BB,BB,AA,AA,BB,BB,BB,BB,-,BB,BB,BB,BB,BB,BB,AA,AA,BB,-,AA,AA,AA,BB,AA,BB,BB,AA,BB,AA,BB,AA,BB,AA,AA,BB,BB,BB,AA,AA,BB,AA,AA,BB,BB,AA
JHI-Hv50k-2016-509417,AA,BB,BB,AA,BB,BB,BB,AA,AA,AA,BB,AA,AA,AA,BB,AA,BB,AA,BB,AA,AA,AA,BB,BB,BB,BB,BB,AA,AA,BB,BB,AA,AA,AA,BB,BB,AA,BB,-,BB,BB,BB,BB,BB,BB,AA,AA,BB,AA,AA,AA,AA,BB,AA,BB,BB,AA,BB,AA,BB,AA,BB,BB,BB,BB,BB,BB,AA,AA,BB,BB,AA,BB,BB,AA
JHI-Hv50k-2016-509454,AA,BB,BB,AA,BB,BB,BB,AA,AA,AA,AA,AA,AA,AA,BB,AA,BB,AA,BB,AA,AA,AA,BB,BB,BB,BB,BB,AA,AA,BB,BB,AA,AA,AA,BB,BB,AA,BB,AA,BB,BB,BB,BB,BB,BB,AA,AA,BB,AA,AA,AA,AA,BB,AA,BB,BB,AA,BB,AA,-,AA,BB,BB,BB,BB,BB,BB,AA,AA,BB,BB,AA,BB,BB,AA
JHI-Hv50k-2016-509438,AA,BB,BB,AA,BB,BB,BB,AA,-,AA,AA,AA,AA,AA,BB,AA,BB,AA,BB,AA,AA,AA,BB,BB,BB,BB,BB,AA,AA,BB,BB,-,-,-,BB,BB,-,BB,-,BB,BB,BB,BB,BB,BB,-,-,BB,-,-,AA,AA,BB,-,BB,BB,-,BB,AA,BB,-,BB,BB,BB,BB,BB,BB,AA,-,BB,BB,-,BB,BB,AA
JHI-Hv50k-2016-509453,AA,BB,BB,AA,BB,BB,BB,AA,-,AA,AA,AA,AA,AA,BB,AA,BB,AA,BB,AA,AA,AA,BB,BB,BB,BB,BB,AA,AA,BB,BB,AA,AA,AA,BB,BB,AA,BB,AA,BB,BB,BB,BB,BB,BB,AA,AA,BB,AA,AA,AA,AA,BB,AA,BB,AA,AA,BB,AA,BB,AA,BB,BB,BB,BB,BB,BB,AA,AA,BB,BB,AA,BB,BB,AA
JHI-Hv50k-2016-509829,AA,BB,BB,AA,BB,BB,BB,AA,-,AA,AA,AA,AA,AA,BB,AA,BB,AA,BB,AA,AA,AA,BB,BB,BB,BB,BB,AA,AA,BB,BB,AA,AA,AA,BB,BB,AA,BB,-,BB,BB,BB,BB,BB,BB,AA,AA,BB,AA,AA,AA,AA,AA,AA,BB,BB,AA,BB,AA,BB,AA,BB,BB,BB,BB,BB,BB,AA,AA,BB,BB,AA,BB,BB,-
JHI-Hv50k-2016-509869,AA,BB,BB,AA,BB,BB,BB,AA,-,AA,AA,AA,AA,AA,BB,AA,BB,AA,BB,AA,AA,AA,BB,BB,BB,BB,BB,AA,AA,BB,BB,AA,AA,AA,BB,BB,AA,-,-,BB,BB,BB,BB,AA,BB,AA,AA,BB,AA,AA,AA,AA,AA,AA,BB,BB,AA,BB,AA,BB,AA,BB,BB,BB,BB,BB,BB,AA,AA,BB,BB,AA,BB,BB,AA
JHI-Hv50k-2016-509794,AA,BB,BB,AA,BB,BB,BB,AA,-,AA,AA,AA,AA,AA,BB,AA,BB,AA,BB,AA,AA,AA,BB,BB,BB,BB,BB,AA,AA,BB,BB,AA,AA,AA,BB,BB,AA,-,AA,BB,BB,BB,BB,-,BB,AA,AA,BB,AA,AA,AA,AA,AA,AA,BB,AA,AA,BB,AA,BB,AA,BB,BB,BB,BB,BB,BB,AA,AA,BB,BB,AA,BB,BB,AA
JHI-Hv50k-2016-509791,AA,BB,BB,AA,BB,BB,BB,AA,BB,AA,AA,AA,AA,AA,BB,AA,BB,AA,BB,AA,AA,AA,BB,BB,BB,BB,BB,AA,AA,BB,-,AA,AA,AA,BB,BB,AA,-,AA,BB,BB,BB,BB,-,BB,AA,AA,BB,AA,AA,AA,AA,AA,AA,BB,AA,AA,BB,AA,BB,AA,BB,BB,BB,BB,BB,BB,AA,AA,BB,BB,AA,BB,BB,AA
JHI-Hv50k-2016-511004,AA,BB,BB,AA,BB,BB,BB,AA,-,AA,AA,AA,AA,AA,BB,AA,BB,AA,BB,AA,AA,AA,AA,BB,BB,BB,BB,AA,AA,BB,BB,AA,AA,AA,BB,BB,-,BB,AA,BB,BB,BB,BB,-,AA,BB,AA,BB,AA,AA,AA,AA,AA,AA,BB,AA,AA,BB,AA,BB,AA,BB,BB,BB,BB,BB,BB,AA,AA,BB,AA,AA,BB,BB,-
JHI-Hv50k-2016-512623,AA,BB,BB,AA,AA,BB,BB,AA,-,AA,AA,AA,AA,AA,BB,AA,BB,AA,BB,AA,AA,AA,AA,AA,BB,BB,BB,AA,BB,AA,BB,AA,AA,AA,BB,BB,AA,BB,-,BB,BB,BB,BB,BB,AA,BB,AA,BB,AA,AA,AA,AA,BB,AA,BB,BB,AA,BB,AA,BB,AA,BB,BB,BB,BB,BB,BB,AA,AA,BB,AA,AA,BB,BB,AA
JHI-Hv50k-2016-513101,BB,BB,BB,AA,AA,BB,BB,AA,-,AA,AA,AA,AA,AA,BB,AA,BB,AA,BB,AA,AA,AA,AA,AA,BB,BB,BB,AA,BB,AA,BB,AA,AA,AA,BB,BB,AA,BB,-,BB,BB,BB,BB,BB,AA,BB,AA,BB,AA,AA,AA,AA,BB,AA,BB,BB,AA,BB,AA,BB,AA,BB,BB,BB,BB,BB,BB,AA,AA,BB,AA,AA,BB,BB,AA
JHI-Hv50k-2016-512845,BB,BB,BB,AA,AA,BB,BB,AA,-,AA,AA,AA,AA,AA,BB,AA,BB,AA,BB,AA,AA,AA,AA,AA,BB,BB,BB,AA,BB,AA,BB,AA,AA,AA,BB,BB,AA,BB,-,BB,BB,BB,BB,BB,AA,BB,AA,BB,AA,AA,AA,AA,BB,AA,BB,BB,AA,BB,AA,BB,AA,BB,BB,BB,BB,BB,BB,AA,AA,BB,AA,AA,BB,BB,AA
JHI-Hv50k-2016-512801,BB,BB,BB,AA,AA,BB,BB,AA,-,AA,AA,AA,AA,AA,BB,AA,BB,AA,BB,AA,AA,AA,AA,AA,BB,BB,BB,AA,BB,AA,BB,AA,AA,AA,BB,BB,AA,BB,-,BB,BB,BB,BB,BB,AA,BB,AA,BB,AA,AA,AA,AA,BB,AA,BB,BB,AA,BB,AA,BB,AA,BB,BB,BB,BB,BB,BB,AA,AA,BB,AA,AA,BB,BB,AA
M_E_90,BB,AA,BB,BB,BB,AA,BB,BB,AA,AA,AA,-,AA,BB,BB,AA,AA,AA,BB,AA,AA,BB,BB,BB,-,BB,AA,BB,AA,BB,BB,AA,AA,BB,AA,-,AA,BB,-,BB,-,AA,BB,BB,BB,AA,AA,AA,BB,BB,AA,AA,BB,BB,AA,AA,BB,BB,AA,AA,-,AA,BB,AA,AA,BB,-,AA,BB,-,BB,BB,AA,-,AA
JHI-Hv50k-2016-353080,BB,AA,BB,BB,BB,AA,BB,BB,AA,AA,AA,AA,BB,BB,BB,AA,AA,AA,BB,AA,AA,BB,BB,BB,AA,BB,AA,BB,BB,BB,BB,AA,AA,BB,AA,BB,AA,-,BB,BB,AA,AA,BB,-,BB,AA,AA,AA,BB,BB,AA,AA,BB,BB,AA,BB,BB,BB,AA,AA,BB,BB,BB,AA,AA,BB,BB,AA,BB,AA,BB,BB,BB,BB,AA
JHI-Hv50k-2016-349878,BB,AA,BB,BB,BB,AA,AA,BB,AA,AA,AA,AA,BB,BB,BB,AA,AA,AA,BB,AA,AA,BB,BB,BB,BB,BB,AA,BB,AA,BB,BB,AA,AA,BB,AA,BB,AA,BB,BB,BB,AA,AA,BB,BB,BB,AA,AA,AA,BB,BB,AA,AA,BB,AA,AA,BB,BB,BB,AA,AA,AA,BB,BB,AA,AA,BB,BB,AA,AA,AA,BB,BB,BB,BB,AA
JHI-Hv50k-2016-349887,BB,AA,BB,BB,BB,AA,AA,BB,AA,AA,AA,AA,BB,BB,BB,AA,AA,AA,BB,AA,AA,BB,BB,BB,BB,BB,AA,BB,AA,BB,BB,AA,AA,BB,AA,BB,-,BB,BB,BB,AA,AA,BB,BB,BB,AA,AA,AA,BB,BB,AA,-,AA,AA,AA,BB,BB,BB,AA,-,AA,BB,BB,AA,AA,BB,BB,AA,AA,AA,BB,BB,BB,BB,BB
JHI-Hv50k-2016-346493,AA,-,BB,AA,BB,AA,AA,-,AA,BB,AA,BB,BB,BB,BB,AA,-,-,BB,AA,-,BB,BB,BB,BB,BB,-,BB,AA,BB,BB,-,AA,BB,-,BB,-,BB,-,BB,-,AA,BB,BB,BB,-,AA,BB,BB,BB,BB,AA,BB,-,-,BB,BB,BB,-,-,AA,BB,BB,-,-,BB,BB,BB,-,-,BB,BB,BB,BB,BB
M_E_87,AA,AA,BB,AA,BB,AA,AA,AA,AA,BB,AA,BB,BB,BB,BB,AA,AA,AA,BB,AA,AA,BB,BB,BB,BB,BB,AA,BB,AA,BB,BB,AA,AA,BB,AA,BB,BB,BB,AA,BB,AA,AA,BB,BB,BB,AA,AA,BB,BB,BB,BB,AA,BB,AA,AA,AA,BB,BB,AA,AA,AA,AA,BB,-,AA,BB,-,BB,AA,-,BB,BB,BB,BB,BB
M_E_85,-,AA,BB,AA,BB,AA,AA,AA,BB,BB,BB,BB,BB,BB,BB,BB,AA,AA,BB,AA,AA,BB,BB,BB,BB,BB,AA,BB,-,AA,BB,AA,BB,BB,-,BB,BB,AA,-,BB,AA,AA,BB,BB,BB,AA,AA,BB,BB,BB,-,AA,BB,AA,AA,AA,BB,BB,AA,AA,-,-,BB,AA,AA,BB,-,BB,AA,-,BB,BB,BB,-,BB
JHI-Hv50k-2016-342820,AA,AA,BB,AA,BB,AA,AA,AA,BB,BB,BB,BB,BB,BB,BB,BB,AA,AA,BB,AA,AA,BB,-,BB,BB,BB,AA,BB,AA,-,BB,AA,AA,BB,AA,BB,-,-,AA,-,AA,AA,BB,BB,-,AA,AA,-,AA,BB,-,-,AA,AA,AA,AA,AA,BB,AA,AA,AA,BB,BB,AA,AA,BB,BB,BB,AA,AA,BB,-,BB,-,BB
JHI-Hv50k-2016-342445,AA,AA,BB,AA,BB,AA,AA,AA,BB,BB,BB,BB,BB,BB,BB,BB,AA,AA,BB,AA,AA,BB,BB,BB,BB,BB,AA,BB,AA,BB,BB,AA,AA,BB,AA,BB,BB,AA,AA,BB,AA,AA,BB,BB,BB,AA,AA,BB,AA,BB,AA,AA,AA,AA,AA,AA,AA,BB,AA,AA,AA,BB,BB,AA,AA,BB,BB,BB,AA,AA,BB,BB,BB,BB,BB
JHI-Hv50k-2016-341946,-,-,BB,-,BB,-,-,-,BB,BB,BB,BB,BB,BB,BB,BB,-,-,BB,-,-,BB,BB,BB,BB,BB,-,BB,-,BB,BB,AA,AA,BB,AA,BB,BB,-,AA,BB,AA,-,BB,BB,BB,AA,AA,BB,AA,BB,-,-,AA,AA,AA,AA,AA,BB,-,-,AA,BB,BB,AA,AA,BB,AA,BB,AA,AA,BB,BB,BB,BB,BB
JHI-Hv50k-2016-341934,AA,AA,BB,AA,BB,AA,AA,AA,BB,BB,BB,BB,BB,BB,BB,BB,AA,AA,BB,AA,AA,BB,BB,BB,BB,BB,AA,BB,AA,BB,BB,AA,AA,BB,AA,BB,BB,AA,AA,BB,AA,AA,BB,BB,BB,AA,AA,BB,AA,BB,AA,AA,AA,AA,AA,AA,AA,BB,AA,AA,AA,BB,BB,AA,AA,BB,-,BB,AA,AA,BB,BB,BB,BB,BB
JHI-Hv50k-2016-340437,AA,AA,BB,AA,BB,AA,AA,AA,BB,BB,BB,BB,BB,BB,BB,BB,AA,AA,BB,AA,AA,BB,BB,BB,BB,BB,AA,BB,AA,BB,BB,AA,AA,BB,AA,BB,BB,AA,AA,BB,AA,AA,BB,BB,BB,AA,AA,BB,AA,BB,AA,AA,AA,AA,AA,AA,AA,BB,AA,AA,AA,BB,BB,AA,AA,BB,-,AA,AA,AA,BB,BB,BB,BB,BB
