,IND1,IND2,IND3,IND4,IND5,IND6,IND7,IND8,IND9,IND10,IND11,IND12,IND13,IND14,IND15,IND16,IND17,IND18,IND19,IND20,IND21,IND22,IND23,IND24,IND25,IND26,IND27,IND28,IND29,IND30,IND31,IND32,IND33,IND34,IND35,IND36,IND37,IND38,IND39,IND40,IND41,IND42,IND43,IND44,IND45,IND46,IND47,IND48,IND49,IND50,IND51,IND52,IND53,IND54,IND55,IND56,IND57,IND58,IND59,IND60,IND61,IND62,IND63,IND64,IND65,IND66,IND67,IND68,IND69,IND70,IND71,IND72,IND73,IND74,IND75,IND76,IND77,IND78,IND79,IND80,IND81,IND82,IND83,IND84,IND85,IND86,IND87
JHI_Hv50k_2016_351251,B,A,-,B,B,B,A,A,B,A,A,-,A,A,B,B,B,A,A,A,B,A,A,B,-,B,B,B,B,A,B,A,-,B,B,A,A,-,A,B,A,B,A,B,-,B,B,B,A,A,B,B,-,B,A,A,A,B,B,A,A,B,B,A,B,B,B,A,A,B,B,-,B,A,A,-,B,B,A,B,A,B,B,B,B,A,-
JHI_Hv50k_2016_351253,B,A,-,B,B,B,A,A,B,A,A,-,A,A,B,B,B,A,A,A,B,A,A,B,-,B,B,B,B,A,B,A,-,B,B,A,A,-,A,B,A,B,A,B,-,B,-,B,A,A,B,B,B,B,A,A,A,B,B,A,A,A,B,A,A,B,B,A,A,B,B,-,B,A,A,-,B,B,A,B,A,B,B,B,B,A,A
JHI_Hv50k_2016_351256,B,A,-,B,B,B,A,A,B,A,A,-,A,A,B,B,B,A,A,A,B,A,A,B,-,B,B,B,B,A,B,A,-,B,B,-,A,-,A,B,A,B,A,B,-,B,B,B,A,A,B,B,B,B,A,A,A,B,B,A,A,B,B,A,B,B,B,A,A,B,B,-,B,A,A,-,B,B,A,B,A,B,B,B,B,-,-
JHI_Hv50k_2016_351257,B,A,-,B,B,B,A,A,B,A,A,-,A,A,B,B,B,A,A,A,B,A,A,B,-,B,B,B,B,A,B,A,-,B,B,-,A,-,A,B,A,B,A,B,B,B,B,B,A,A,B,B,B,B,A,A,A,B,B,A,A,B,B,A,B,B,B,A,A,B,B,-,B,A,A,-,B,B,A,B,A,B,B,B,B,A,B
JHI_Hv50k_2016_352383,B,A,-,B,B,B,A,B,B,A,A,-,A,A,B,B,B,-,A,A,B,A,A,B,-,B,B,B,B,A,B,A,-,B,B,A,A,-,A,B,A,B,A,B,-,B,B,B,A,A,B,B,B,B,A,A,A,B,B,A,A,A,B,A,B,B,B,A,A,B,B,-,B,A,A,-,B,B,A,B,A,B,B,B,B,B,B
JHI_Hv50k_2016_352388,B,A,-,B,B,B,A,B,B,A,A,-,A,A,B,B,B,A,A,A,B,A,A,B,-,B,B,B,B,A,B,A,-,B,-,B,A,-,A,B,A,B,A,-,-,B,-,B,A,A,B,-,-,B,A,A,A,B,B,A,A,A,B,A,A,B,B,A,A,B,B,-,B,A,A,-,B,B,A,B,A,B,B,B,B,-,A
JHI_Hv50k_2016_352657,B,A,-,B,B,B,A,B,B,A,A,-,A,A,B,B,B,A,A,A,B,A,A,B,-,B,B,A,B,A,B,A,-,B,B,-,A,-,A,B,A,B,A,B,B,B,B,B,A,A,B,B,B,B,A,A,A,B,B,A,A,B,B,A,B,B,B,A,A,B,B,-,B,A,A,-,B,B,A,B,A,B,B,B,B,A,B
JHI_Hv50k_2016_353080,B,A,-,B,B,B,A,B,B,A,A,-,A,A,B,B,B,A,A,A,B,A,A,B,-,B,B,A,B,A,B,B,-,B,B,A,A,-,A,B,A,B,A,-,A,B,B,B,A,A,B,B,-,B,A,A,A,B,B,A,A,B,B,A,B,B,B,A,A,B,B,-,B,A,A,-,B,B,A,B,A,B,B,B,B,A,A
JHI_Hv50k_2016_353447,B,A,-,B,B,B,A,B,B,A,A,-,A,A,B,B,B,A,A,A,B,A,A,B,-,B,B,A,B,A,B,B,-,B,B,A,A,-,A,A,A,B,A,B,-,B,B,B,A,A,B,B,A,B,A,A,A,B,B,A,A,B,B,A,B,B,B,A,A,B,B,-,B,A,A,-,B,B,A,B,A,B,B,B,B,A,B
JHI_Hv50k_2016_354324,B,A,-,B,B,B,A,B,B,A,A,-,A,A,B,B,B,A,A,A,B,A,A,B,-,B,B,A,B,B,B,B,-,B,B,-,A,-,A,A,A,B,A,-,-,B,B,B,A,A,B,B,-,B,A,A,A,B,B,A,A,B,B,A,B,B,B,A,-,B,B,-,B,A,B,-,B,B,A,B,A,B,B,B,B,-,-
JHI_Hv50k_2016_354346,B,A,-,B,B,B,A,B,B,A,A,-,A,A,B,B,B,A,A,A,B,A,A,B,-,B,B,A,B,B,B,B,-,B,B,-,A,-,A,A,A,B,A,B,-,B,B,B,A,A,B,B,A,B,A,A,A,B,B,A,A,B,B,A,B,B,B,A,A,B,B,-,B,A,B,-,B,B,A,B,A,B,B,B,B,A,-
JHI_Hv50k_2016_354871,B,A,-,B,B,B,A,B,B,A,A,-,A,A,B,B,B,A,A,A,B,A,A,B,-,B,B,A,B,B,B,B,-,B,B,-,A,-,A,A,A,B,A,B,-,B,B,B,A,A,B,-,-,B,A,A,A,B,B,A,A,B,B,A,B,B,B,A,A,B,B,-,B,A,B,-,B,B,A,B,A,B,B,B,B,A,-
JHI_Hv50k_2016_355145,B,A,-,B,B,B,A,B,B,A,A,-,A,A,A,B,B,A,A,A,B,A,B,B,-,B,B,A,B,B,B,B,-,B,B,B,A,-,A,A,A,B,A,B,B,B,B,B,A,A,B,A,A,B,A,A,A,B,B,A,A,B,B,A,B,B,B,A,A,B,B,-,B,B,B,-,B,B,A,B,A,B,B,B,B,A,B
JHI_Hv50k_2016_355863,B,A,-,B,B,B,A,B,A,A,A,-,A,A,A,B,B,A,A,A,B,A,B,B,-,B,B,A,B,B,B,B,-,B,B,-,A,-,A,A,A,B,A,B,-,-,-,-,A,A,B,-,-,-,-,A,A,B,B,A,-,-,-,A,-,-,-,A,-,-,-,-,-,-,B,-,B,B,-,-,A,-,-,-,-,A,-
JHI_Hv50k_2016_356258,B,A,-,B,B,B,A,B,A,A,A,-,A,A,A,B,B,A,A,-,B,A,B,B,-,B,B,A,B,B,B,B,-,B,B,B,A,-,A,A,A,B,A,B,B,B,B,B,A,A,B,A,-,B,A,A,A,B,B,A,A,B,B,A,B,B,B,A,-,B,B,-,B,B,B,-,B,B,A,B,A,B,B,B,B,A,-
JHI_Hv50k_2016_356272,B,A,-,B,B,B,A,B,A,A,A,-,A,A,A,B,B,A,A,A,B,A,B,B,-,B,B,A,B,B,B,B,-,B,-,-,A,-,A,A,A,B,A,-,-,B,B,B,A,A,B,A,-,B,A,A,A,B,B,A,-,B,B,A,B,B,B,A,A,B,B,-,B,B,B,-,B,B,A,B,A,B,B,B,B,-,-
JHI_Hv50k_2016_356505,B,A,-,B,B,B,A,B,A,A,A,-,A,A,A,B,B,A,A,A,B,A,B,B,-,B,B,A,B,B,B,B,-,B,B,-,A,-,A,A,A,B,A,-,-,B,B,B,A,A,B,A,A,B,A,A,A,B,B,A,A,B,B,A,B,B,B,A,A,B,B,-,B,B,B,-,B,B,A,B,A,B,B,B,B,A,-
JHI_Hv50k_2016_356913,B,A,-,B,B,B,A,B,A,A,A,-,A,A,A,B,B,A,A,A,B,A,B,B,-,B,B,A,B,B,B,B,-,B,A,-,A,-,A,A,A,B,A,-,-,B,B,B,A,A,B,A,A,B,A,A,A,B,B,A,A,B,B,A,B,B,B,A,A,B,B,-,B,B,B,-,B,B,A,B,A,B,B,B,B,A,-
JHI_Hv50k_2016_357013,B,A,-,B,B,B,A,B,A,A,A,-,A,A,A,B,B,A,A,A,B,A,B,B,-,B,B,A,B,B,B,B,-,B,-,B,A,-,A,A,A,B,A,B,-,B,B,B,A,A,B,A,A,B,A,A,A,B,B,A,A,B,B,A,B,B,B,A,A,B,B,-,B,B,B,-,B,B,A,B,A,B,B,B,B,A,-
JHI_Hv50k_2016_357209,B,A,-,B,B,B,A,B,A,A,A,-,A,A,A,B,B,A,A,A,B,A,B,B,-,B,B,A,B,B,B,B,-,B,A,B,A,-,A,A,A,B,A,B,B,B,B,B,A,A,B,-,-,B,A,A,A,B,B,A,A,B,B,A,B,B,B,A,A,B,B,-,B,B,B,-,B,B,A,B,A,B,B,B,B,-,-
JHI_Hv50k_2016_357721,B,A,-,B,B,B,A,B,A,A,A,-,A,A,A,B,B,A,A,A,B,A,B,B,-,B,B,A,B,B,B,B,-,B,A,-,A,-,A,A,A,B,A,B,-,B,B,B,A,A,B,-,A,B,A,A,A,B,B,A,B,B,B,A,B,B,B,B,A,B,B,-,B,B,B,-,B,B,A,B,A,B,B,B,B,A,-
JHI_Hv50k_2016_357757,B,A,-,B,B,B,A,B,A,A,A,-,A,A,A,B,B,A,A,A,B,A,B,B,-,B,B,A,B,B,B,B,-,B,-,-,-,-,-,-,-,B,-,B,B,B,B,B,-,-,B,A,-,B,-,-,-,B,B,A,B,B,B,-,B,B,B,B,A,B,B,-,B,B,B,-,B,B,A,B,-,B,B,B,B,-,B
JHI_Hv50k_2016_359470,B,A,-,B,B,B,A,B,A,A,A,-,A,A,A,B,B,A,A,A,B,A,B,A,-,B,B,A,B,B,B,B,-,A,A,A,A,-,A,A,B,B,A,-,A,B,-,B,A,A,B,A,-,B,A,A,A,B,B,A,-,B,B,A,A,B,B,B,A,B,B,-,A,B,B,-,A,B,A,B,A,B,B,B,A,A,-
JHI_Hv50k_2016_359473,B,A,-,B,B,B,A,B,A,A,A,-,A,A,A,B,B,A,A,A,B,A,B,A,-,B,B,A,B,B,B,B,-,A,A,-,A,-,A,A,B,B,A,B,-,B,-,B,A,A,B,A,A,B,A,A,A,B,B,A,B,B,B,A,A,B,B,B,A,B,B,-,A,B,B,-,A,B,A,B,A,B,B,B,A,A,-
JHI_Hv50k_2016_359870,B,A,-,B,B,B,A,B,A,A,A,-,A,A,A,B,B,A,A,A,B,A,B,A,-,B,B,A,B,A,B,B,-,A,A,A,A,-,A,A,B,B,A,B,B,B,-,B,A,A,B,A,A,B,A,A,A,B,B,A,B,B,B,A,A,B,B,B,A,B,B,-,A,B,B,-,A,B,A,B,A,B,B,B,A,A,A
JHI_Hv50k_2016_359873,B,A,-,B,-,-,A,-,A,A,A,-,A,A,A,-,B,A,A,A,B,A,-,A,-,-,-,A,B,A,-,-,-,A,-,A,A,-,A,A,-,-,A,B,B,-,-,B,A,A,B,-,-,B,A,A,A,-,B,A,B,B,B,A,A,-,B,-,A,B,-,-,A,-,-,-,A,B,A,B,A,-,B,B,A,-,-
JHI_Hv50k_2016_359874,B,A,-,B,B,B,A,B,A,A,A,-,A,A,A,B,B,A,A,A,B,A,B,A,-,B,B,A,B,A,B,B,-,A,A,A,A,-,A,A,B,B,A,B,B,B,-,B,A,A,B,A,-,B,A,A,A,B,B,A,B,B,B,A,A,B,B,B,A,B,B,-,A,B,B,-,A,B,A,B,A,B,B,B,A,A,-
JHI_Hv50k_2016_362392,B,B,-,B,B,B,A,B,A,A,A,-,A,A,A,B,B,A,A,A,B,A,B,A,-,B,B,A,B,A,B,B,-,A,A,-,A,-,A,A,B,B,A,-,-,B,B,B,A,A,B,A,A,B,A,A,A,B,B,A,B,B,B,B,B,B,B,B,A,B,B,-,A,B,B,-,A,B,B,B,B,B,B,B,A,B,-
JHI_Hv50k_2016_362394,B,B,-,B,B,B,A,B,A,A,A,-,A,A,A,B,B,A,A,A,B,A,B,A,-,B,B,A,B,A,B,B,-,A,A,-,A,-,A,A,B,B,A,-,-,B,B,B,A,A,B,A,A,B,A,A,A,B,B,A,B,B,B,B,B,B,B,B,A,B,B,-,A,B,B,-,A,B,B,B,B,B,B,B,A,B,-
JHI_Hv50k_2016_362460,B,B,-,B,B,B,A,B,A,A,A,-,A,A,A,B,B,A,A,A,B,A,B,A,-,B,B,A,B,A,B,B,-,A,A,-,A,-,A,A,B,B,A,-,-,B,B,B,A,A,B,A,A,B,A,A,A,B,B,A,B,B,B,B,B,B,B,B,B,B,B,-,A,B,B,-,A,B,B,B,B,B,B,B,A,-,-
JHI_Hv50k_2016_362484,B,B,-,B,B,B,A,B,A,A,A,-,A,A,A,B,B,A,A,A,B,A,B,A,-,B,B,A,B,A,B,B,-,A,A,-,A,-,A,A,B,B,A,B,-,B,-,B,A,A,B,A,A,B,A,A,A,B,B,A,B,A,B,B,A,B,B,B,B,B,B,-,A,B,B,-,A,B,B,B,B,B,B,B,A,B,A
JHI_Hv50k_2016_362514,B,B,-,B,B,B,A,B,A,A,A,-,A,A,A,B,B,A,A,A,B,A,B,A,-,B,B,A,B,A,B,B,-,A,A,B,A,-,A,A,B,B,A,B,B,B,A,B,A,A,B,A,B,B,A,A,A,B,B,A,B,A,B,B,A,B,B,B,B,B,B,-,A,B,B,-,A,B,B,B,B,B,B,B,A,B,B
JHI_Hv50k_2016_362587,B,B,-,B,B,B,A,B,A,A,A,-,A,A,A,B,B,A,A,A,B,A,B,A,-,B,B,A,B,A,B,B,-,A,A,A,A,-,A,A,B,B,A,B,B,B,A,B,A,A,B,A,A,B,A,A,A,B,B,A,B,A,B,B,A,B,B,B,B,B,B,-,A,B,B,-,A,B,B,B,B,B,B,B,A,B,A
JHI_Hv50k_2016_362630,B,B,-,B,B,B,A,B,A,A,A,-,A,A,A,B,B,A,A,A,B,A,B,A,-,B,B,A,B,A,B,B,-,A,A,-,A,-,A,A,B,B,A,-,-,-,-,B,A,A,-,A,A,B,A,A,A,B,-,A,B,A,B,B,A,B,B,B,B,-,B,-,A,B,B,-,A,B,B,B,-,B,B,-,A,B,A
JHI_Hv50k_2016_362645,B,B,-,B,B,B,A,B,A,A,A,-,A,A,A,B,B,A,A,A,B,A,B,A,-,B,B,A,B,A,B,B,-,A,A,-,A,-,A,A,B,B,A,B,B,B,A,B,A,A,B,A,A,B,A,A,A,B,B,A,B,A,B,B,A,B,B,B,B,B,B,-,A,B,B,-,A,B,B,B,B,B,B,B,A,B,A
JHI_Hv50k_2016_362791,B,B,-,B,B,B,A,B,A,A,A,-,A,A,A,B,B,A,A,A,B,A,B,A,-,B,B,A,B,A,B,B,-,A,A,-,A,-,A,A,B,B,A,-,-,B,-,B,A,A,B,A,A,B,A,A,A,B,B,A,B,A,B,B,A,B,B,B,B,B,B,-,A,B,B,-,A,B,B,B,B,B,B,B,A,B,A
JHI_Hv50k_2016_362796,B,B,-,B,B,B,A,B,A,A,A,-,A,A,A,B,B,A,A,A,B,A,B,A,-,B,B,A,B,A,B,B,-,A,A,-,A,-,A,A,B,B,A,B,-,B,-,B,A,A,B,A,A,B,A,A,A,B,B,A,B,A,B,B,A,B,B,B,B,B,B,-,A,B,B,-,A,B,B,B,B,B,B,B,A,B,A
JHI_Hv50k_2016_362982,B,B,-,B,B,B,A,B,A,A,A,-,A,A,A,B,B,A,A,A,B,A,B,A,-,B,B,A,B,A,B,B,-,A,A,-,A,-,A,A,-,B,A,B,B,-,-,-,A,A,-,A,A,-,A,A,A,B,-,A,B,A,-,-,A,-,-,B,B,-,-,-,A,-,-,-,A,B,B,-,-,-,-,-,A,B,-
JHI_Hv50k_2016_362994,B,B,-,B,B,B,A,B,A,-,A,-,A,A,A,B,B,A,A,A,B,A,B,A,-,B,B,A,B,A,B,B,-,A,A,-,A,-,-,-,B,B,-,B,B,B,-,B,-,-,B,A,A,B,-,-,-,B,B,A,B,-,B,B,-,B,B,B,B,B,B,-,A,B,B,-,-,B,B,B,B,B,B,B,A,B,A
JHI_Hv50k_2016_362998,B,B,-,B,B,B,A,B,A,A,A,-,A,A,A,B,B,A,A,A,B,A,B,A,-,B,B,A,B,A,B,B,-,A,A,-,A,-,A,A,B,B,A,-,-,B,-,B,A,A,B,A,A,B,A,A,A,B,B,A,B,A,B,B,A,B,B,B,B,B,B,-,A,B,B,-,A,B,B,B,B,B,B,B,A,-,-
JHI_Hv50k_2016_362999,B,B,-,B,B,B,A,B,A,A,A,-,A,A,A,B,B,A,A,A,B,A,B,A,-,B,B,A,B,A,B,B,-,A,A,B,A,-,A,A,B,B,A,B,B,B,-,B,A,A,B,A,A,B,A,A,A,B,B,A,B,A,B,B,A,B,B,B,B,B,B,-,A,B,B,-,A,B,B,B,B,B,B,B,A,B,-
JHI_Hv50k_2016_363030,B,B,-,B,B,B,A,B,A,A,A,-,A,A,A,B,B,A,A,A,B,A,B,A,-,B,B,A,B,A,B,B,-,A,A,B,A,-,A,A,B,B,A,B,B,B,-,B,A,A,B,-,-,B,A,A,A,B,B,A,B,A,B,B,A,B,B,B,B,B,B,-,A,B,B,-,A,B,B,B,B,B,B,B,A,B,-
JHI_Hv50k_2016_363055,B,B,-,B,B,B,-,B,A,A,-,-,-,-,-,B,B,A,-,A,B,-,B,-,-,B,B,A,B,A,B,B,-,-,A,-,A,-,A,A,B,B,A,B,B,B,-,B,A,A,B,A,-,B,A,A,A,B,B,-,B,A,B,B,A,B,B,B,B,B,B,-,A,B,B,-,A,B,B,B,B,B,B,B,A,B,A
JHI_Hv50k_2016_363800,B,B,-,B,B,B,A,B,A,A,A,-,A,A,A,B,B,A,A,A,B,A,B,A,-,B,B,A,B,A,B,B,-,A,A,A,A,-,A,A,B,B,A,B,-,B,-,B,A,A,B,A,-,B,A,A,A,B,B,A,B,B,B,B,A,B,B,B,B,B,B,-,A,B,B,-,A,B,B,B,B,B,B,B,A,B,-
JHI_Hv50k_2016_363935,B,B,-,B,B,B,A,B,A,A,A,-,A,A,A,B,B,A,A,A,B,A,B,A,-,B,B,A,B,A,B,B,-,A,A,A,A,-,A,A,B,B,A,A,-,B,B,B,A,A,B,A,A,B,A,A,A,B,B,A,B,B,B,B,B,B,B,B,B,B,B,-,A,B,B,-,A,B,B,B,B,B,B,B,A,B,A
JHI_Hv50k_2016_364108,B,B,-,B,B,A,A,B,A,A,A,-,A,A,A,B,B,A,A,A,B,A,B,A,-,B,B,A,B,A,B,B,-,A,A,A,A,-,A,A,B,B,A,B,B,B,-,B,A,A,B,A,-,B,A,A,A,B,B,A,B,A,B,B,A,B,B,B,B,B,B,-,A,B,B,-,A,B,B,B,B,B,B,B,A,B,-
JHI_Hv50k_2016_364522,B,B,-,B,B,A,A,B,A,A,A,-,A,A,A,B,B,A,A,A,B,A,B,A,-,B,B,A,B,A,B,B,-,A,A,-,A,-,A,A,B,B,A,B,B,B,-,B,A,A,B,-,A,B,A,A,A,B,B,A,B,B,B,B,A,B,B,B,B,B,B,-,A,B,B,-,A,B,B,B,B,B,B,B,A,B,A
JHI_Hv50k_2016_364953,B,B,-,B,B,A,A,B,A,A,A,-,A,A,A,B,B,A,A,A,B,A,B,A,-,B,B,A,B,A,B,B,-,A,A,-,A,-,A,A,B,B,A,B,B,B,B,B,A,A,B,A,A,B,A,A,A,B,B,A,B,A,B,B,B,B,B,B,B,B,B,-,A,B,B,-,A,B,B,B,B,B,B,B,A,B,B
JHI_Hv50k_2016_365782,B,B,-,B,B,A,A,B,A,A,A,-,A,A,A,B,B,A,A,A,B,A,B,A,-,B,B,A,B,A,B,B,-,A,-,-,A,-,A,A,B,B,A,-,-,B,B,B,A,A,B,A,-,B,A,A,A,B,B,A,-,A,B,B,B,B,B,B,B,B,B,-,A,B,B,-,A,B,B,B,B,B,B,B,A,-,-
JHI_Hv50k_2016_365954,B,B,-,B,B,B,A,B,A,A,A,-,A,A,A,B,B,A,A,A,B,A,B,A,-,B,B,A,B,A,B,B,-,A,A,B,A,-,A,A,B,B,A,B,B,B,B,B,A,A,B,A,A,B,A,A,A,B,B,A,B,A,B,B,B,B,B,B,B,B,B,-,A,B,B,-,A,B,B,B,B,B,B,B,A,B,B
JHI_Hv50k_2016_365997,B,B,-,B,B,A,A,B,A,A,A,-,A,A,A,B,B,A,A,A,B,A,B,A,-,B,B,A,B,A,B,B,-,A,A,A,A,-,A,A,B,B,A,B,-,B,B,B,A,A,B,A,-,B,A,A,A,B,B,A,B,B,B,B,B,B,B,B,B,B,B,-,A,B,B,-,A,B,B,B,B,B,B,B,A,B,B
JHI_Hv50k_2016_366538,A,B,-,A,A,B,A,B,B,A,A,-,B,B,B,A,B,A,B,B,A,A,B,A,-,B,B,B,B,B,B,A,-,A,A,A,B,-,A,B,B,B,A,A,A,B,A,A,A,A,A,A,A,B,B,B,A,B,A,A,A,A,B,B,A,B,A,A,A,A,B,-,B,A,B,-,A,A,-,A,A,A,B,A,A,A,A
JHI_Hv50k_2016_367779,B,B,-,B,B,A,A,B,A,A,A,-,A,A,A,B,B,A,A,A,B,A,B,A,-,B,B,A,B,A,B,B,-,A,-,-,A,-,A,A,B,B,A,B,-,B,B,B,A,A,B,A,-,B,A,A,A,B,B,A,-,B,B,B,B,B,B,B,B,B,B,-,A,B,B,-,A,B,B,B,B,B,B,B,A,-,-
JHI_Hv50k_2016_368032,B,A,-,B,B,B,B,A,B,A,A,-,A,A,A,B,A,A,A,B,A,B,A,B,-,A,B,B,B,A,A,A,-,A,A,-,B,-,B,A,B,B,A,A,-,A,A,B,A,B,B,B,B,A,A,A,A,B,B,B,B,B,B,A,B,A,A,A,A,A,A,-,B,A,A,-,B,A,A,B,A,B,A,B,B,A,-
JHI_Hv50k_2016_368836,B,A,-,B,B,B,B,A,B,A,A,-,A,A,A,B,B,A,A,B,A,B,A,B,-,A,B,B,B,A,A,A,-,A,A,-,B,-,B,A,B,B,A,A,-,A,A,B,A,B,B,A,B,A,A,A,A,B,B,B,B,B,B,A,A,A,A,A,A,A,A,-,B,A,A,-,B,A,A,B,A,B,A,B,B,A,-
JHI_Hv50k_2016_368931,B,A,-,B,B,B,B,A,B,A,A,-,A,A,A,B,B,A,A,B,A,B,A,B,-,A,B,B,B,A,A,A,-,A,A,B,B,-,B,A,B,B,A,A,B,A,A,B,A,B,B,A,B,A,A,A,A,B,B,B,B,B,B,A,A,A,A,A,A,A,A,-,B,A,A,-,B,A,A,B,A,B,A,B,B,A,A
JHI_Hv50k_2016_368959,B,A,-,B,B,B,B,A,B,A,A,-,A,A,A,B,B,A,A,B,A,B,A,B,-,A,B,B,B,A,A,A,-,A,A,A,B,-,B,A,B,B,A,A,B,A,A,B,A,B,B,A,B,A,A,A,A,B,B,B,B,B,B,A,A,A,A,A,A,A,A,-,B,A,A,-,B,A,A,B,A,B,A,B,B,A,A
JHI_Hv50k_2016_369006,B,A,-,B,B,B,B,A,B,A,A,-,A,A,A,B,B,A,A,B,A,B,A,B,-,A,B,B,B,A,A,A,-,A,A,-,B,-,B,A,B,B,A,A,B,A,A,B,A,B,B,A,B,A,A,A,A,B,B,B,B,B,B,A,A,A,A,A,A,A,A,-,B,A,A,-,B,A,A,B,A,B,A,B,B,A,A
JHI_Hv50k_2016_369194,B,A,-,B,B,B,B,A,B,A,A,-,A,A,A,B,B,A,A,B,A,B,A,B,-,A,-,B,B,A,A,A,-,A,A,A,-,-,-,A,B,-,A,A,-,A,A,B,A,B,B,A,-,A,A,A,A,B,-,B,-,A,B,A,A,A,A,A,A,A,A,-,-,A,A,-,B,A,A,-,A,B,A,-,B,A,A
JHI_Hv50k_2016_369247,B,A,-,B,B,B,B,A,B,A,A,-,A,A,A,B,B,A,A,B,A,B,A,B,-,A,B,B,B,A,A,A,-,A,A,-,B,-,B,A,B,B,A,A,B,A,A,B,A,B,B,-,B,A,A,A,A,B,B,B,B,B,B,A,A,A,A,A,A,A,A,-,B,A,A,-,B,A,A,B,A,B,A,B,B,A,A
JHI_Hv50k_2016_369259,B,A,-,B,B,B,B,A,B,A,A,-,A,A,A,B,B,A,A,B,A,B,A,B,-,A,B,B,B,A,A,A,-,A,A,-,B,-,B,A,B,B,A,A,-,A,A,B,A,B,B,-,B,A,A,A,A,B,B,B,B,B,B,A,A,A,A,A,A,A,A,-,B,A,A,-,B,A,A,B,A,B,A,B,B,A,-
JHI_Hv50k_2016_369263,B,A,-,B,B,B,B,A,B,A,A,-,A,A,A,B,B,A,A,B,A,B,A,B,-,A,B,B,B,A,A,A,-,A,A,-,B,-,B,A,B,B,A,A,B,A,A,B,A,B,B,-,-,A,A,A,A,B,B,B,B,B,B,A,A,A,A,A,A,A,A,-,B,A,A,-,B,A,A,B,A,B,A,B,B,A,A
JHI_Hv50k_2016_369729,B,A,-,B,B,B,B,A,B,A,A,-,A,A,A,B,B,A,A,B,A,B,A,B,-,A,B,B,B,A,A,A,-,A,A,A,B,-,B,A,B,B,A,A,-,A,A,B,A,B,B,-,B,A,A,A,A,B,B,B,B,A,B,A,B,A,A,A,A,A,A,-,B,A,A,-,B,A,A,B,A,B,A,B,B,A,-
JHI_Hv50k_2016_370046,B,A,-,B,B,B,B,A,B,A,A,-,A,A,A,B,B,A,A,B,A,B,A,B,-,A,B,B,B,A,A,A,-,A,A,B,B,-,B,A,B,B,A,A,B,A,A,B,A,B,B,-,B,A,A,A,A,B,B,B,B,B,B,A,B,A,A,A,A,A,A,-,B,A,A,-,B,A,A,B,A,B,A,B,B,A,B
JHI_Hv50k_2016_370179,B,A,-,B,B,B,A,B,B,A,A,-,A,A,B,B,B,A,A,A,B,A,A,B,-,B,B,B,B,A,B,A,-,B,B,B,A,-,A,B,A,B,A,B,B,B,-,B,A,A,B,B,B,B,A,A,A,B,B,A,A,B,B,A,-,B,B,A,-,B,B,-,B,A,A,-,B,B,A,B,A,B,B,B,B,B,-
JHI_Hv50k_2016_370551,B,A,-,B,-,B,B,A,B,A,A,-,A,A,A,-,A,A,A,-,A,B,A,-,-,A,B,B,-,A,A,A,-,A,A,-,-,-,B,A,B,B,A,A,B,A,A,B,A,-,B,-,B,A,A,A,A,B,B,B,B,B,-,A,A,A,A,A,A,A,A,-,-,A,A,-,-,A,A,B,A,-,A,-,-,A,A
JHI_Hv50k_2016_371327,B,A,-,B,B,B,B,A,B,A,A,-,A,A,A,A,A,A,A,B,A,B,A,B,-,A,B,A,B,A,A,A,-,A,A,A,B,-,B,A,B,B,A,A,-,A,A,B,A,B,B,A,-,A,A,A,A,B,A,B,-,A,B,A,A,A,A,A,A,A,A,-,B,A,A,-,B,A,A,B,A,B,A,B,B,A,A
JHI_Hv50k_2016_371328,B,A,-,B,B,B,B,A,B,A,A,-,A,A,A,A,A,A,A,B,A,B,A,B,-,A,B,A,B,A,A,A,-,A,A,-,B,-,B,A,B,B,A,A,-,A,A,B,A,B,B,A,B,A,A,A,A,B,A,B,B,B,B,A,A,A,A,A,A,A,A,-,B,A,A,-,B,A,A,B,A,B,A,B,B,A,-
JHI_Hv50k_2016_371329,B,A,-,B,B,B,B,A,B,A,A,-,A,A,A,A,A,A,A,B,A,B,A,B,-,A,B,A,B,A,A,A,-,A,A,-,B,-,B,A,B,B,A,A,-,A,A,B,A,B,B,A,B,A,A,A,A,B,A,B,B,B,B,A,A,A,A,A,A,A,A,-,B,A,A,-,B,A,A,B,A,B,A,B,B,A,-
JHI_Hv50k_2016_371331,B,A,-,B,B,B,B,A,B,A,A,-,A,A,A,A,A,A,A,B,A,B,A,B,-,A,B,A,B,A,A,A,-,A,A,-,B,-,B,A,B,B,A,-,-,A,A,B,A,B,B,-,-,A,A,A,A,B,A,B,B,A,B,A,A,A,A,A,-,A,A,-,B,A,A,-,B,A,A,B,A,B,A,B,B,-,-
JHI_Hv50k_2016_371605,B,A,-,B,B,B,B,A,B,A,A,-,A,A,A,A,A,A,A,B,A,B,A,B,-,A,B,A,B,A,A,A,-,A,A,-,B,-,B,A,B,B,A,A,-,B,A,B,A,B,B,A,-,A,A,A,A,B,A,B,B,B,B,A,A,A,A,A,A,A,A,-,A,A,A,-,B,A,A,A,A,B,A,B,B,A,-
